770,7.726
7,7.727
119,7.750
565,7.759
419,7.798
419,7.818
447,7.845
918,7.845
970,7.853
441,7.853
131,7.885
389,7.933
786,7.960
80,7.984
340,8.034
663,8.056
804,8.078
864,8.121
609,8.146
916,8.149
916,8.198
765,8.221
366,8.233
606,8.252
5,8.269
751,8.282
635,8.321
884,8.340
918,8.365
918,8.411
660,8.452
660,8.479
608,8.527
257,8.556
933,8.606
522,8.619
126,8.669
481,8.698
378,8.714
329,8.756
550,8.803
550,8.805
781,8.830
669,8.869
157,8.909
566,8.938
528,8.942
365,8.990
404,9.009
848,9.031
105,9.063
105,9.076
908,9.120
727,9.140
13,9.178
625,9.223
530,9.249
102,9.268
563,9.272
831,9.272
629,9.302
57,9.338
362,9.365
242,9.365
716,9.380
411,9.393
282,9.436
998,9.467
401,9.481
196,9.499
719,9.516
45,9.558
359,9.571
555,9.586
813,9.587
948,9.603
948,9.642
167,9.687
914,9.729
419,9.768
419,9.773
252,9.812
529,9.823
367,9.837
939,9.882
907,9.916
457,9.944
462,9.956
462,10.002
815,10.011
589,10.025
896,10.052
801,10.087
63,10.112
384,10.122
537,10.156
782,10.175
387,10.214
849,10.220
795,10.238
232,10.253
232,10.282
906,10.313
595,10.351
595,10.399
883,10.443
56,10.458
618,10.508
163,10.531
461,10.562
409,10.592
492,10.600
559,10.647
881,10.663
54,10.677
855,10.691
923,10.740
816,10.752
712,10.777
721,10.778
670,10.819
580,10.847
823,10.852
800,10.899
867,10.934
472,10.946
505,10.977
845,11.026
99,11.048
980,11.098
378,11.116
113,11.153
881,11.184
39,11.203
555,11.221
831,11.238
212,11.274
439,11.291
773,11.302
175,11.309
324,11.359
119,11.377
203,11.394
151,11.422
652,11.442
451,11.476
37,11.478
37,11.482
529,11.491
167,11.533
741,11.556
603,11.587
326,11.612
523,11.649
853,11.669
212,11.675
728,11.693
270,11.723
391,11.764
711,11.797
74,11.830
616,11.862
875,11.863
404,11.880
117,11.906
113,11.913
677,11.955
368,11.982
659,12.012
325,12.052
653,12.062
914,12.106
742,12.151
383,12.151
603,12.175
755,12.218
828,12.229
235,12.263
136,12.283
431,12.331
267,12.358
17,12.364
181,12.382
29,12.418
28,12.418
545,12.449
249,12.482
175,12.529
985,12.529
509,12.546
617,12.586
705,12.606
124,12.642
475,12.649
935,12.690
309,12.704
840,12.716
268,12.720
255,12.721
784,12.742
784,12.766
719,12.798
534,12.847
590,12.889
875,12.900
413,12.919
956,12.942
874,12.944
874,12.949
251,12.998
120,13.042
726,13.053
821,13.072
441,13.088
236,13.116
882,13.148
667,13.188
99,13.203
193,13.241
122,13.290
743,13.340
707,13.365
719,13.366
896,13.408
896,13.432
870,13.441
481,13.486
584,13.502
769,13.517
769,13.528
166,13.560
841,13.565
84,13.567
863,13.606
553,13.649
381,13.698
742,13.744
639,13.765
702,13.797
921,13.824
324,13.851
692,13.887
91,13.911
581,13.954
39,13.992
755,14.040
882,14.074
631,14.097
875,14.140
735,14.146
735,14.152
421,14.194
848,14.224
804,14.224
136,14.256
93,14.286
34,14.324
758,14.329
522,14.370
309,14.372
919,14.385
184,14.411
102,14.432
894,14.449
982,14.480
7,14.488
694,14.531
531,14.539
785,14.571
809,14.597
139,14.644
491,14.680
745,14.685
502,14.687
744,14.717
109,14.755
446,14.765
69,14.772
471,14.821
771,14.845
529,14.884
296,14.917
82,14.955
31,14.956
689,14.991
929,15.038
838,15.043
838,15.079
793,15.118
900,15.166
920,15.206
72,15.228
574,15.235
628,15.285
800,15.311
509,15.340
18,15.383
353,15.416
844,15.436
280,15.483
406,15.521
928,15.521
928,15.547
152,15.564
512,15.582
824,15.631
661,15.673
157,15.677
127,15.700
598,15.735
829,15.765
312,15.782
790,15.782
834,15.832
525,15.864
986,15.882
644,15.883
145,15.890
909,15.897
943,15.941
596,15.951
245,15.956
315,15.961
121,15.977
636,15.977
125,15.984
328,16.020
702,16.043
146,16.075
221,16.113
74,16.140
985,16.165
266,16.202
382,16.238
603,16.283
135,16.283
494,16.325
528,16.360
983,16.381
653,16.414
333,16.439
606,16.462
446,16.507
395,16.539
830,16.587
941,16.599
604,16.637
177,16.684
177,16.731
634,16.770
988,16.792
914,16.805
482,16.825
983,16.847
873,16.880
48,16.914
390,16.920
528,16.922
126,16.935
126,16.944
78,16.961
78,16.962
315,16.970
177,16.971
148,17.020
624,17.038
737,17.072
737,17.103
737,17.133
792,17.182
154,17.209
154,17.232
813,17.254
657,17.268
772,17.304
344,17.354
706,17.374
394,17.423
111,17.434
124,17.476
3,17.482
865,17.516
785,17.547
785,17.585
712,17.611
911,17.635
613,17.668
344,17.711
969,17.735
67,17.774
451,17.804
128,17.845
103,17.847
119,17.869
59,17.898
894,17.944
175,17.944
822,17.954
903,17.977
952,17.983
952,18.005
299,18.040
811,18.059
729,18.073
466,18.104
94,18.151
567,18.177
641,18.183
822,18.190
207,18.215
366,18.223
566,18.245
297,18.284
693,18.332
48,18.368
734,18.404
911,18.424
457,18.435
531,18.484
69,18.494
971,18.529
180,18.547
885,18.562
482,18.565
219,18.576
468,18.600
332,18.605
404,18.647
404,18.664
848,18.679
224,18.702
505,18.716
524,18.738
362,18.778
856,18.803
75,18.813
905,18.837
96,18.844
317,18.872
406,18.880
695,18.908
444,18.926
349,18.974
222,18.996
222,19.034
836,19.035
836,19.067
9,19.092
555,19.117
677,19.135
213,19.162
426,19.203
673,19.253
196,19.273
433,19.315
433,19.345
891,19.361
891,19.384
891,19.384
32,19.388
812,19.418
119,19.460
608,19.509
639,19.547
638,19.594
111,19.628
261,19.673
144,19.713
553,19.716
665,19.741
665,19.766
899,19.791
146,19.824
922,19.832
250,19.832
852,19.876
972,19.900
962,19.940
962,19.954
128,19.969
569,19.990
432,20.001
432,20.027
361,20.062
998,20.090
976,20.110
974,20.130
555,20.137
170,20.157
170,20.176
28,20.198
380,20.229
718,20.259
851,20.266
860,20.294
656,20.327
861,20.360
887,20.400
606,20.423
17,20.459
737,20.465
908,20.482
872,20.482
671,20.493
503,20.530
402,20.547
402,20.563
965,20.569
951,20.594
543,20.595
859,20.633
593,20.640
49,20.687
518,20.698
324,20.747
429,20.777
747,20.778
456,20.816
566,20.858
692,20.872
916,20.920
524,20.963
97,21.004
305,21.016
445,21.044
426,21.080
944,21.124
521,21.155
419,21.177
450,21.197
406,21.200
958,21.235
123,21.272
171,21.313
547,21.346
917,21.395
624,21.400
908,21.430
564,21.455
73,21.488
853,21.513
472,21.528
764,21.531
764,21.535
884,21.559
40,21.590
661,21.607
813,21.632
320,21.679
69,21.713
409,21.757
86,21.787
463,21.806
775,21.856
912,21.880
144,21.905
2,21.951
118,21.981
1,21.994
795,22.006
165,22.027
515,22.031
781,22.061
809,22.077
998,22.122
972,22.159
109,22.175
652,22.178
341,22.208
295,22.208
514,22.230
241,22.255
988,22.282
749,22.286
97,22.335
672,22.370
544,22.387
204,22.402
461,22.419
125,22.462
772,22.484
872,22.517
19,22.559
350,22.563
731,22.567
337,22.609
961,22.612
349,22.660
674,22.703
628,22.738
881,22.740
988,22.763
644,22.772
586,22.799
460,22.813
428,22.822
824,22.846
755,22.876
739,22.917
340,22.921
64,22.970
496,23.013
363,23.048
912,23.097
613,23.101
917,23.147
744,23.196
733,23.244
853,23.269
629,23.309
370,23.348
567,23.397
881,23.434
152,23.471
512,23.502
67,23.536
67,23.538
857,23.581
413,23.631
916,23.640
127,23.654
821,23.672
813,23.705
973,23.736
784,23.757
365,23.774
160,23.777
846,23.815
18,23.841
36,23.865
51,23.890
693,23.905
731,23.944
701,23.974
684,24.011
457,24.045
909,24.090
840,24.093
690,24.131
537,24.147
910,24.187
290,24.213
704,24.233
1,24.280
512,24.294
56,24.301
162,24.313
59,24.326
335,24.328
324,24.373
836,24.373
324,24.375
549,24.392
161,24.399
637,24.415
435,24.441
737,24.474
334,24.514
175,24.537
803,24.549
18,24.566
447,24.566
481,24.574
760,24.599
391,24.623
10,24.640
225,24.663
17,24.685
483,24.724
225,24.747
624,24.786
262,24.802
656,24.805
156,24.807
67,24.833
834,24.865
576,24.882
552,24.905
321,24.914
321,24.934
667,24.982
14,25.019
862,25.022
420,25.067
722,25.113
263,25.155
406,25.165
369,25.177
879,25.183
301,25.223
906,25.228
391,25.249
929,25.275
977,25.290
138,25.298
418,25.304
348,25.306
212,25.336
448,25.379
611,25.389
956,25.435
368,25.439
982,25.445
830,25.491
